question,answer,original_question,original_answer,quality_score_q,quality_score_a,avg_quality,language,category
Kodi kugwiritsa ntchito intaneti kuli kotetezeka bwanji? Kodi ndiyenera kusamalira chiyani?,Pewani zochitika zamalonda pa Wi-Fi; Gwiritsani ntchito deta yam'manja kapena vpn ndikusintha mapulogalamu pafupipafupi. [Gwero: GSMA],How safe is using public Wi-Fi for banking? What should I watch out for?,Avoid sensitive transactions on public Wi-Fi; use mobile data or a VPN and update apps regularly. [Source: GSMA],0.45714285714285713,0.4666666666666667,0.46190476190476193,Chichewa,Digital Financial Literacy
Kodi ndimawerenga bwanji mgwirizano wobwereketsa? Ndani angandithandizire ndi izi?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: NGO Phunziro lazachuma]",How do I read a loan contract properly? Who can help me with this?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: NGO financial education]",0.42857142857142855,0.3176470588235294,0.373109243697479,Chichewa,Consumer Protection & Fraud Awareness
Kodi ndi ziti zomwe zingapulumuke kuwononga mabanja? Ndani angandithandizire ndi izi?,"Yambani zing'onozing'ono, khalani ndi zolinga zomveka bwino, ndipo sungani ndalama zolekanitsa kuti musagwiritse ntchito molakwika. [Gwero: IFID]",What are affordable saving habits for families? Who can help me with this?,"Start small, set clear goals, and keep savings separate to avoid spending them by mistake. [Source: IFAD ]",0.36923076923076925,0.26666666666666666,0.31794871794871793,Chichewa,Budgeting & Saving
Kodi chiwongola dzanja chimakhudza bwanji ndalama zanga pamwezi? Kodi izi zikupezeka kumidzi?,Chidwi chapamwamba chimatsikira ndalama zomwe mwezi uliwonse amalipira pamwezi; Sankhani mtengo wotsika kwambiri (yerekezerani apr). [Zogwedetsa: SM Mtsogoleri],How do interest rates affect my monthly payment? Is this available in rural areas?,Higher interest increases monthly payments; choose the lowest total cost (compare APR). [Source: SME guides],0.8714285714285714,0.72,0.7957142857142857,Chichewa,Credit & Loans
Kodi tingayerekeze bwanji kuti ayamikire mabizinesi ang'onoang'ono? Kodi izi zikupezeka kumidzi?,Chotsani ndalama zonse kuchokera ku malonda ndikugawana ndi malonda kuti mupeze malire; Tsatirani pafupipafupi kusintha mitengo. [Dzuwa: Chitsogozo cha banki],How to estimate profit margins for small businesses? Is this available in rural areas?,Subtract total costs from sales and divide by sales to get a margin; track regularly to adjust prices. [Source: Bank guidance],0.6285714285714286,0.7157894736842105,0.6721804511278195,Chichewa,Small Business & Farming Finance
Kodi ndi ziti zomwe zingapulumuke kuwononga mabanja? Kodi ndingachite bwanji izi zotsika mtengo?,"Yambani zing'onozing'ono, khalani ndi zolinga zomveka bwino, ndipo sungani ndalama zolekanitsa kuti musagwiritse ntchito molakwika. [Dzuwa: Chitsogozo cha banki banki]",What are affordable saving habits for families? How can I do this cheaply?,"Start small, set clear goals, and keep savings separate to avoid spending them by mistake. [Source: Central Bank guidance ]",0.36923076923076925,0.4033333333333333,0.3862820512820513,Chichewa,Budgeting & Saving
Kodi kutumphuka ndi chidwi zimasokoneza bwanji ndalama zanga? Kodi ndingachite bwanji izi zotsika mtengo?,Kukwera kumachepetsa kugula mphamvu; Cholinga cha zida zosakanikirana zomwe zimatha kusamala ndi kuchuluka kwake. [Zoyambitsa: Reserve banki of Malawi],How do inflation and interest affect my savings? How can I do this cheaply?,Inflation reduces buying power; aim for a mix of instruments that can keep pace with inflation. [Source: Reserve Bank of Malawi],0.6333333333333333,0.64,0.6366666666666667,Chichewa,Investing basics
Kodi ndilingalire zochuluka motani kupulumutsa mwezi uliwonse mtsogolo? Kodi izi zikupezeka kumidzi?,Cholinga chosunga gawo lokhazikika la ndalama; Sungani ndalama ndikuwunika pachaka. [Zogwedetsa: SM Mtsogoleri],How much should I aim to save each month for the future? Is this available in rural areas?,Aim to save a steady percentage of income; automate savings and review yearly. [Source: SME guides],0.9333333333333333,0.5,0.7166666666666667,Chichewa,Financial Planning & Retirement
Kodi ndimayika bwanji zonena za kutaya mbewu? Kodi ndingachite bwanji izi zotsika mtengo?,Index kapena inshuwaransi yamagulu imatha kukhala yotsika mtengo kwa alimi ang'onoang'ono; Onani zoyambitsa ndi zopereka malamulo. [Gwero: IFID],How do I file a claim for crop loss? How can I do this cheaply?,Index or group insurance can be affordable for small farmers; check triggers and claim rules. [Source: IFAD],0.6,0.8588235294117647,0.7294117647058823,Chichewa,Insurance & Risk
Kodi ndi ziti zomwe zingapulumuke kuwononga mabanja? Kodi ndiyenera kusamalira chiyani?,"Yambani zing'onozing'ono, khalani ndi zolinga zomveka bwino, ndipo sungani ndalama zolekanitsa kuti musagwiritse ntchito molakwika. [Gwero: GSMA]",What are affordable saving habits for families? What should I watch out for?,"Start small, set clear goals, and keep savings separate to avoid spending them by mistake. [Source: GSMA ]",0.19999999999999998,0.26666666666666666,0.23333333333333334,Chichewa,Budgeting & Saving
Kodi ndiyenera kusintha mapulogalamu anga ati? Ndani angandithandizire ndi izi?,Zosintha za chitetezo patch; Khazikitsani mapulogalamu kuti musinthe zokha komwe kuli kotheka. [Gwero: NGO Phunziro lazachuma],When should I update my banking apps? Who can help me with this?,Updates patch security issues; set apps to update automatically where possible. [Source: NGO financial education],0.32307692307692304,0.8,0.5615384615384615,Chichewa,Digital Financial Literacy
Kodi ndingapewe bwanji kugwa mu msampha? Kodi ndingachite bwanji izi zotsika mtengo?,"Kubwereka zomwe mungabwezere, werengani mawu, ndipo pewani obwereketsa ndi malonjezo osatheka. [Zoyambitsa: Reserve banki of Malawi]",How can I avoid falling into a debt trap? How can I do this cheaply?,"Borrow only what you can repay, read terms, and avoid lenders with unrealistic promises. [Source: Reserve Bank of Malawi]",0.5,0.968421052631579,0.7342105263157894,Chichewa,Credit & Loans
Kodi ndingapange bwanji mawu achinsinsi a akaunti yanga? Kodi ndingachite bwanji izi zotsika mtengo?,Gwiritsani ntchito mapasiwedi achisanu ndi apadera komanso njira yosavuta yosungira (ngati manejala achinsinsi) ngati zingatheke. [Gwero: IFID],How can I create a strong password for my accounts? How can I do this cheaply?,"Use long, unique passwords and a simple way to store them (like a password manager) if possible. [Source: IFAD]",0.9076923076923077,0.7,0.8038461538461539,Chichewa,Digital Financial Literacy
Kodi zizindikiro zodziwika bwino za tsamba la kukokola ndi chinyengo? Kodi ndiyenera kusamalira chiyani?,"Ngati atapempha ndalama zakutsogolo kapena kwanu, mwina ndi vuto; Tsimikizani kudzera munjira zovomerezeka ndipo musathamangire. [Gwero: IFID]",What are common signs of a phishing website? What should I watch out for?,"If an offer asks for money up-front or personal codes, it is likely a scam; verify through official channels and do not rush. [Source: IFAD]",0.41538461538461535,0.464,0.4396923076923077,Chichewa,Fraud Prevention & Scams
Kodi ndimadziteteza bwanji ku ziphuphu? Ndani angandithandizire ndi izi?,"Ngati atapempha ndalama zakutsogolo kapena kwanu, mwina ndi vuto; Tsimikizani kudzera munjira zovomerezeka ndipo musathamangire. [Source: Wothandizira inshuwaransi]",How do I protect myself from investment scams? Who can help me with this?,"If an offer asks for money up-front or personal codes, it is likely a scam; verify through official channels and do not rush. [Source: Insurance regulator]",0.6142857142857142,0.5435897435897437,0.5789377289377289,Chichewa,Fraud Prevention & Scams
Kodi ndimalumikiza bwanji akaunti yanga ya banki kupita ku ndalama zam'manja? Kodi izi zikupezeka kumidzi?,Kulumikizana kumapangitsa kusiyanasiyana; Tsimikizani njirayi ndi banki yanu ndikuyang'ana ngongole yaying'ono. [Zoyambitsa: Reserve banki of Malawi],How do I link my bank account to mobile money? Is this available in rural areas?,Linking makes transfers easy; confirm the procedure with your bank and watch for small test debits. [Source: Reserve Bank of Malawi],1.0,0.73,0.865,Chichewa,Banking & Mobile Money
Kodi ndimapangira bwanji kubzala mtengo? Kodi ndingachite bwanji izi zotsika mtengo?,"Kuwerengera ndalama, kupatula pasanjidwe, ndikusunga pafupipafupi pokolola kubzala. [Source: Wothandizira inshuwaransi]",How do I budget for planting season costs? How can I do this cheaply?,"Estimate input costs, set aside a contingency, and save regularly during harvest to cover planting. [Source: Insurance regulator]",0.3272727272727272,0.3,0.3136363636363636,Chichewa,Small Business & Farming Finance
Kodi kuli kotetezeka kuwerengera ndalama zazing'ono mu gulu losunga ndalama? Kodi ndiyenera kusamalira chiyani?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: IFC]",Is it safe to invest small amounts in a savings group? What should I watch out for?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFC]",0.5882352941176471,0.36,0.47411764705882353,Chichewa,Investing basics
Kodi ndimapangira bwanji kubzala mtengo? Kodi ndiyenera kusamalira chiyani?,"Kuwerengera ndalama, kupatula pasanjidwe, ndikusunga pafupipafupi pokolola kubzala. [Gwero: IFC]",How do I budget for planting season costs? What should I watch out for?,"Estimate input costs, set aside a contingency, and save regularly during harvest to cover planting. [Source: IFC]",0.23076923076923078,0.17647058823529413,0.20361990950226244,Chichewa,Small Business & Farming Finance
Kodi ndimakwaniritsa bwanji ndalama zanga zomwe ndalama zimakhala zochepa? Kodi ndingachite bwanji izi zotsika mtengo?,"Phimbani zofunikira (chakudya, nyumba), kenako perekani pangozi zadzidzidzi musanafunike. [Gwero: IFID]",How do I prioritize my expenses when income is low? How can I do this cheaply?,"Cover essentials first (food, housing), then set aside for emergencies before wants. [Source: IFAD ]",0.32307692307692304,0.72,0.5215384615384615,Chichewa,Budgeting & Saving
Kodi ndimakwaniritsa bwanji ndalama zanga zomwe ndalama zimakhala zochepa? Kodi ndiyenera kusamalira chiyani?,"Phimbani zofunikira (chakudya, nyumba), kenako perekani pangozi zadzidzidzi musanafunike. [Gwero: NGO Phunziro lazachuma]",How do I prioritize my expenses when income is low? What should I watch out for?,"Cover essentials first (food, housing), then set aside for emergencies before wants. [Source: NGO financial education ]",0.24,0.7176470588235294,0.4788235294117647,Chichewa,Budgeting & Saving
Kodi chiwongola dzanja chimakhudza bwanji ndalama zanga pamwezi? Kodi ndingachite bwanji izi zotsika mtengo?,Chidwi chapamwamba chimatsikira ndalama zomwe mwezi uliwonse amalipira pamwezi; Sankhani mtengo wotsika kwambiri (yerekezerani apr). [Gwero: Fao],How do interest rates affect my monthly payment? How can I do this cheaply?,Higher interest increases monthly payments; choose the lowest total cost (compare APR). [Source: FAO],0.9,0.8285714285714285,0.8642857142857143,Chichewa,Credit & Loans
Kodi zizindikiro zodziwika bwino za tsamba la kukokola ndi chinyengo? Kodi izi zikupezeka kumidzi?,"Ngati atapempha ndalama zakutsogolo kapena kwanu, mwina ndi vuto; Tsimikizani kudzera munjira zovomerezeka ndipo musathamangire. [Dzuwa: Chitsogozo cha banki]",What are common signs of a phishing website? Is this available in rural areas?,"If an offer asks for money up-front or personal codes, it is likely a scam; verify through official channels and do not rush. [Source: Bank guidance]",0.5571428571428572,0.5205128205128204,0.5388278388278388,Chichewa,Fraud Prevention & Scams
Kodi ndiyenera kusintha mapulogalamu anga ati? Kodi ndiyenera kusamalira chiyani?,Zosintha za chitetezo patch; Khazikitsani mapulogalamu kuti musinthe zokha komwe kuli kotheka. [Gwero: Fao],When should I update my banking apps? What should I watch out for?,Updates patch security issues; set apps to update automatically where possible. [Source: FAO],0.1636363636363636,0.8615384615384616,0.5125874125874126,Chichewa,Digital Financial Literacy
Kodi ndi ziti zomwe zingapulumuke kuwononga mabanja? Kodi izi zikupezeka kumidzi?,"Yambani zing'onozing'ono, khalani ndi zolinga zomveka bwino, ndipo sungani ndalama zolekanitsa kuti musagwiritse ntchito molakwika. [Gwero: GSMA]",What are affordable saving habits for families? Is this available in rural areas?,"Start small, set clear goals, and keep savings separate to avoid spending them by mistake. [Source: GSMA ]",0.36923076923076925,0.26666666666666666,0.31794871794871793,Chichewa,Budgeting & Saving
Kodi ndimakwaniritsa bwanji ndalama zanga zomwe ndalama zimakhala zochepa? Ndani angandithandizire ndi izi?,"Phimbani zofunikira (chakudya, nyumba), kenako perekani pangozi zadzidzidzi musanafunike. [Dzuwa: Malangizo a Telefoni]",How do I prioritize my expenses when income is low? Who can help me with this?,"Cover essentials first (food, housing), then set aside for emergencies before wants. [Source: Mobile operator guidance ]",0.375,0.6470588235294118,0.5110294117647058,Chichewa,Budgeting & Saving
Kodi Ndingazindikire Bwanji Ngongole Yabodza? Kodi ndingachite bwanji izi zotsika mtengo?,"Ngati atapempha ndalama zakutsogolo kapena kwanu, mwina ndi vuto; Tsimikizani kudzera munjira zovomerezeka ndipo musathamangire. [Gwero: IFID]",How can I recognize a fake loan offer? How can I do this cheaply?,"If an offer asks for money up-front or personal codes, it is likely a scam; verify through official channels and do not rush. [Source: IFAD]",0.8363636363636364,0.464,0.6501818181818182,Chichewa,Fraud Prevention & Scams
Kodi Ndiyenera Kudziwa Zokhudza Mabizinesi Ang'onoang'ono? Kodi ndingachite bwanji izi zotsika mtengo?,Microcredit imatha kuthandiza mabizinesi ang'ono koma onani ndalama ndi kubweza mawu mosamala. [Zoyambitsa: IMF],What should I know about microcredit for small businesses? How can I do this cheaply?,Microcredit can help small businesses but check fees and repayment terms carefully. [Source: IMF],0.7142857142857142,0.9571428571428572,0.8357142857142856,Chichewa,Credit & Loans
Ndi mitundu yanji ya inshuwaransi yomwe alimi ang'onoang'ono amakhala? Kodi ndiyenera kusamalira chiyani?,Index kapena inshuwaransi yamagulu imatha kukhala yotsika mtengo kwa alimi ang'onoang'ono; Onani zoyambitsa ndi zopereka malamulo. [Dzuwa: Chitsogozo cha banki banki],What kinds of insurance can small farmers get? What should I watch out for?,Index or group insurance can be affordable for small farmers; check triggers and claim rules. [Source: Central Bank guidance],0.7230769230769231,0.8105263157894738,0.7668016194331984,Chichewa,Insurance & Risk
Kodi chiwongola dzanja chimakhudza bwanji ndalama zanga pamwezi? Kodi ndiyenera kusamalira chiyani?,Chidwi chapamwamba chimatsikira ndalama zomwe mwezi uliwonse amalipira pamwezi; Sankhani mtengo wotsika kwambiri (yerekezerani apr). [Gwero: Fao],How do interest rates affect my monthly payment? What should I watch out for?,Higher interest increases monthly payments; choose the lowest total cost (compare APR). [Source: FAO],0.7428571428571429,0.8285714285714285,0.7857142857142857,Chichewa,Credit & Loans
